Datetime,Tweet
2018-11-02 15:38:26+00:00,@Uber @Uber_Support now that the court case has finished and I have been found not guilty can you please unblock my account and methods of payment?
2018-11-02 14:32:19+00:00,The USA is marketed as a beacon of democracy when in reality voting is highly restricted. Other countries automatically register people to vote & some canvass to get people registered. Native Americans are being prevented from voting in the system created by the colonizers.
2018-11-02 14:22:53+00:00,"@Uber_Support I am finally deleting my account. After raising an issue with my account SEVEN TIMES in the past 2 months, I have no other option than to delete my account and cease using your services anymore. Your service is awesome, your support isn’t. @Uber_India"
2018-11-02 12:33:34+00:00,"Can @Uber drivers receive tips with XRP? Yes, they can with @xrptipbot app: http://xrptipbot.com/app SHARE &amp; RT! @Uber_Support #uber #drivers #driver #carsharing #cars #tips #micropayments #Ripple #XRP $XRP #Crypto"
2018-11-02 08:38:17+00:00,"In Chennai, you don't book Uber, Uber books you. Cancellation at its best. @Uber_Support @Uber_India"
2018-11-02 06:54:27+00:00,I suspect private tour operators & (black-yellow) taxi unions aided by auto retailers are funding this strike by Ola/Uber drivers. @Dev_Fadnavis should ban the strike &amp; allow normalcy to prevail. @ola_supports/@Uber_Support is a boon for urbanites harassed by taxi/auto fleecing. 
2018-11-02 02:31:58+00:00,...in addition to...
2018-11-02 01:07:10+00:00,Seems like @Uber and @lyft could have a PR field day offering to help voters out
2018-11-02 00:54:25+00:00,The “yep” is for the voter supression. Don’t know about the carpooling
2018-11-02 00:44:35+00:00,Plus the transit buses only hold about 4-5 ppl plus it's a ways out of town This was done on purpose #GOPVotingBlue 
2018-11-02 00:44:12+00:00,"Are people prepared to car pool to the polling site? I've seen reports of commuter vans which appear to seat less than 10 people. I can't imagine 13,000 people at 1 polling site. It's blatant voter suppression."
2018-11-02 00:41:20+00:00,"My sister lives there. She says there are like 4lyft drivers in dodge, and no uber."
2018-11-02 00:34:35+00:00,"@Uber @lyft @Uber_Support @AskLyft Still offering free &amp; discount rides to the polls? 13,000 Dodge City voters need help."
2018-11-01 23:38:50+00:00,Thank you. I also take @Uber_Support’s repeated violations of DC traffic regulations very seriously. That is why I report Uber traffic violations to DC’s regulator for hired vehicles @DC_DFHV. #bikedc
2018-11-01 21:17:16+00:00,You live such a hard life xoxo
2018-11-01 20:54:17+00:00,@TfLTPH @SadiqKhan your meant to have a phone line for her to speak on.
2018-11-01 20:29:23+00:00,They didn't die they just got ripped off
2018-11-01 19:51:46+00:00,"That driver really needs to ""lighten up"" Pardon the pun "
2018-11-01 17:07:37+00:00,Heard an #Ola driver lament on the timing of the strike - he had tears in his eyes when he said how will his family celebrate Diwali if he hasn’t been able to work since 10 days!! He was wondering why no strike takes place around Ramzan.
2018-11-01 15:25:14+00:00,Dear @uber I’ve spent the last 5 minutes trying to get to customer support regarding a incident with a driver last night. This is extremely difficult please help thank you. @Uber_Support
2018-11-01 14:25:02+00:00,I’ve been waiting 3 years for uber eats to come to kato and .... @Uber_Support 
2018-11-01 14:20:25+00:00,Hey @Uber &amp; @Uber_Support. I have a question. What kind of security do you have for your customers? These drivers decided to charge my account 10 times (with $100 tip each time) taking over 1k from my account. Oh! &amp; they made sure to give themselves 5 stars... 
2018-11-01 14:10:31+00:00,Is this my life now? Just retweeting myself day after day hoping someone from a large and profitable company will reply to my serious complaint. Who knows (maybe @Uber_Support) but it’s day 6. Provisions are still plentiful to wait this out but hopefully will not be needed 
2018-11-01 11:50:40+00:00,"Hey @Uber_Support I keep trying to order an Uber from Alton towers to get home, why are your employees cancelling them even when accepting them? They keep asking where im going, but it’s all on their app. I’m complaining because if they weren’t accepting rides, don’t advertise."
2018-11-01 05:44:12+00:00,Dear @Uber_India : Your driver Ramu overcharged my cash trip last night. I had complained through the app but your reply is vague and not satisfactory. Can you tell me why? @Uber_Support 
2018-11-01 03:45:40+00:00,"I HATE @UberEATS in Atlanta, it’s unprofessional &amp; inconvenient. I’ve given them many chances! I’ve had problems with food NOT even showing up, food sitting at restaurants for an HOUR or more. Then they’ll MAYBE offer a refund, instead of fixing the problem. @Uber @Uber_Support"
2018-10-31 16:55:32+00:00,"Alternatively introduce harsh penalties for misconduct, it is unfortunate to steal and insult clients."
2018-10-31 07:13:03+00:00,"Thank you to the double parked @Uber @Uber_Support car, which was the one and only reason my Muni bus narrowly missed a transfer, with the next bus estimated to arrive 35 minutes later."
2018-10-31 01:20:17+00:00,IT’S LIKE A MILE AWAY @Uber_Support 
2018-10-31 01:08:01+00:00,@Uber_Support You have a driver who has stolen my identity and is using it to drive under my name. Please have someone contact me for the police report number and information ASAP
2018-10-30 22:48:16+00:00,Just heard from my friend. She's home and safe. Very thankful. But I'd appreciate hearing back from you: 1) why you couldn't locate and contact one of your drivers in 4 hours 2) how to reach @uber_kenya for such emergencies in the future. Thank you!
2018-10-30 22:30:34+00:00,Uber is driving me fucking crazy!!!!!! They literally took 80 dollars from my bank account and don't even have the balls to reply to all the messages and tweets I've been sending!!!! @Uber_Support pic.twitter.com/017gaD9GzT
2018-10-30 21:21:11+00:00,The canned response I got back from @Uber_Support was equally as maddening.... a review of the driver rating system. @Uber @Uber_Support DO BETTER. BE BETTER. @Uber @Uber_CHI there has to be a better system for holding drivers accountable.
2018-10-30 20:33:07+00:00,@Uber @Uber_Support stop running commercials about improving the customer experience if you really are avoiding any mechanism to remedy a bad one. You know who does have a number you can call to resolve an issue ASAP? A taxi company. 
2018-10-30 19:59:06+00:00,"Story time. I know you're not a complainer but this is a case where I'd not only dispute the charge, but scream at them. @Uber @Uber_Support WTF IS WRONG WITH YOUR COMPANY?"
2018-10-30 18:05:33+00:00,"@Uber @Uber_Support Help!!! We had the worst ride ever, the driver was not the one the pic, he harassed us, yelled at us, horrible! Lost our flight, have to drive many miles to get to a different airport now. Worst day ever thanks to all this. @SoSofiaReyes @theCharlieG"
2018-10-30 15:57:50+00:00,@Uber @Uber_Support @Olacabs We have learned to live without your cabs now. Ask your drivers to look for other jobs. We don't need you or them. Lesser cars mean lesser traffic &amp; pollution on road. @mtptraffic @MumbaiMirror @htTweets @Mumbai @mumbairailusers
2018-10-30 11:32:46+00:00,Typically the same robotic answers from all brands on social media. We want you to be more human being and come up with more satisfying replies. I’ve got the same thing with Uber and engineers have to work on that I think.
2018-10-30 07:34:30+00:00,@Uber @Uber_Support Card details stolen from account by Uber. Uber charged me for a trip half way around the world. Advise all to avoid saving your card details in the Uber app. Now I have filed a Police complaint against Uber to get my money. #uberthieves #ubercardstolen
2018-10-30 06:50:02+00:00,"@Uber_Support hey guys, used your uber schedule and the driver just cancelled while at the start of the pickup time slot. Put me in a really awkward position this AM as I almost missed my flight. It says he couldn't find me but he didn't try phone or message me?"
2018-10-30 01:45:20+00:00,here's what @Uber_Support takes Very Seriously: bad social media exposure. why else would they keep insisting that some random guy who had nothing to do with one of their drivers hitting a pedestrian IMMEDIATELY AND URGENTLY DM ME PLS SO WE CAN RESOLVE THIS.
2018-10-30 01:42:49+00:00,lmao how many times is @Uber_Support going to tell me they take this very seriously. 
2018-10-30 00:49:14+00:00,"@Uber @Uber_Support @dkhos if you guys are really about safety, why are ya making your riders walk away from their final destination in the evening/night? I live in the Bronx this isn’t the city where it’s gridlike, are ya crazy or ya care about a certain demographic’s safety?"
2018-10-30 00:46:48+00:00,"this is 99% of people’s experiences, i STAN @lyft"
2018-10-29 21:59:46+00:00,@Uber_Support you all haven’t responded and haven’t refunded my money. My next move is to contact financial media to expose this sad ass attempt to boost your numbers by stealing from your customers.
2018-10-29 19:27:53+00:00,"2 days in a row, 2 uber drivers looked me in the eyes and cancelled my trip and I still got charged. @uber @Uber_Support I need dat $10 back, I can't eat!"
2018-10-29 18:50:32+00:00,That’s less than helpful
2018-10-29 07:55:02+00:00,"Uber aren’t licenced to pick up at Gatwick, stop using an illegal service "
2018-10-29 06:52:53+00:00,"Gatwick cars are more expensive than Uber,and there you have your answer,but when they surge and keep cancelling they are much dearer.uber users are#poundshopublic"
2018-10-29 06:18:13+00:00,Thanks @ola_supports and @Uber_Support for the ongoing #strike. My drive in a AC #kaali-peeli from Thane to CST was a breeze. Pls keep it going.
2018-10-29 04:34:00+00:00,A reply is awaited from you Uber @UberINSupport @Uber @Uber_India @Uber_Support @SudheerYaho @Nikibusa @Dave44335260 @Nipurn @BandBajaateRaho
2018-10-29 02:48:01+00:00,This @Uber pool update is terrible. I take cabs for many reasons and one of them is safety and now y’all got people walking blocks to get to your cars? A joke @Uber_Support
2018-10-29 02:41:42+00:00,Lazy fucker. (It took me a minute to give a &amp; get my out. This @Uber_Support @lyft ? Dispatched driver didn’t swoop in for a quick pickup. He parked like this while his fare found him from down the block) #bikenyc Nope. No room to pull over there. pic.twitter.com/fWrkhADXMD – at Olmsted
2018-10-29 01:18:03+00:00,@Uber_Support is the worst and offers no support. @lyft is the best. Never using @Uber anymore
2018-10-29 00:03:07+00:00,Perfectly good cab service at Gatwick not sure why u would put urself through this.
2018-10-28 23:22:23+00:00,This Uber driver unnecessarily charged $150 for a cleaning fee! I’m very disappointed. @Uber @Uber_Support 
2018-10-28 23:02:09+00:00,Wow I took an @Uber home on Friday (that Brandi paid for) &amp; my driver falsely charged us $150 for no reason &amp; @Uber_Support won’t contact us back
2018-10-28 22:35:09+00:00,The uber i got in last night had literal human urine inside of it & y’all credit me 5 dollars????? @Uber_Support I HAVE TO LAUGH
2018-10-28 22:29:06+00:00,"Now that @Uber drivers can select to pick someone else up while they still haven’t dropped their current customer off, it can lead to frustration and seriously inflated wait times, especially if the current customer changes their route. I’ll stick to other services. @Uber_Support"
2018-10-28 19:14:20+00:00,@Uber_Support you guys are not very helpful. My wife is handicapped and can’t drive. Can’t believe you discriminate against the handicapped
2018-10-28 16:41:17+00:00,"Placed an order through @Uber_Support was notified when he picked the food up, tracked him on tne app until the road before mine, then my orders showing as delivered? Might well be, but it definetly isn’t to me "
2018-10-28 13:33:42+00:00,"I rated my uber driver five stars and tipped him $5 and then he charged me $3 for toll roads and $15 for returning a lost item which never happened. So since I can’t change the rating I gave him, PSA for anybody in Kent do not ride with Tarant. @Uber_Support fix this!!!!!! "
2018-10-28 10:31:04+00:00,I have. Estimated time of arrival has been delayed over an hour now. I want free hash browns for life. Thanks.
2018-10-28 08:14:00+00:00,"I dont want to get the driver in trouble, as long as I get home safe, i will be okay. Thanks though "
2018-10-28 07:41:31+00:00,"A driver named Vanwell in San Jose, CA has my bag in his car. He said 2 hours ago he would bring it back after his next fare. He was driving a black Tesla. Please help @Uber_Support"
2018-10-28 04:09:59+00:00,left my wallet in the uber and the driver is unable to be reached and uber support on the app is not answering @Uber_Support
2018-10-28 02:51:45+00:00,Y’all why we call an Uber XL for 6 people and we can only fit 5 because the driver brought his fucking friend....YALL IM DEAD @Uber_Support YALL BULLSHITTIN
2018-10-27 23:48:42+00:00,I have been waiting in @Gatwick_Airport for an @Uber for 60 mins now. 17 drivers cancelled on me so far. WTF @Uber_Support You need to be better then this!
2018-10-27 19:49:05+00:00,Hey @Uber_Support @Uber Can't login because I forgot my password and my email address doesn't work any longer so when I try to change the password it goes to this old email address. HELP - I want to use your services but your support online is no bueno!! #hurryup
2018-10-27 18:56:51+00:00,I agree..and sometimes it doesn’t accept the card while clearing payment..i have faced it too
2018-10-27 17:29:46+00:00,"Why is my drop off point after my stop , new update sucks af @Uber_Support"
2018-10-27 17:08:26+00:00,"Last night, I received a request. Passenger was rated 4.3. If the driver has to maintain a rating 4.6, shouldn’t the passenger as well. This needs to change @AskLyft and @Uber_Support"
2018-10-27 17:05:29+00:00,hey @Uber_Support please help me find my phone !
2018-10-27 16:26:59+00:00,just to be clear @Uber have sent this to me several times over the last two days and STILL I have not been contacted by anyone. This is obviously just meaningless PR from their twitter account..@UberUK @Uber_Support 
2018-10-27 16:02:51+00:00,"I've spoken on the phone 12 times to you over the last 36 hours and every time you say this exact same thing. Nothing has happened, no contact, no help.. its truly astonishing"
2018-10-27 15:40:53+00:00,Actually had the most uncomfortable sketchiest @Uber rides in my life. I get in the Uber and there is another person in my Uber asking me extremely personal questions while the driver stares at me in the mirror. I got out the car early and they watched me walk off @Uber_Support
2018-10-27 14:04:25+00:00,It has now been two weeks since I have been asking @Uber_Support to either contact me by email or provide me with the phone number/email address of someone I can speak to about one of their drivers crashing into my parked car. No answer. Unbelievable. 
2018-10-27 14:01:35+00:00,My @Uber driver just picked up somebody else instead of me and now I’m paying for their ride. What are we going to do about this? @Uber_Support
2018-10-27 13:47:41+00:00,"I don’t wish to walk to meet my driver. If I wanted to walk in the rain, I wouldn’t need to call an uber now would I?"
2018-10-27 08:13:02+00:00,Sitting in an @Uber that is just blatantly taking us a super long way @Uber_Support He took wrong turns on his way to find us and made us wait an extra 10 minutes. Do I look like that much of a tourist or is his GPS just broken?
2018-10-27 06:53:37+00:00,Convinced @CK_Smitty to download @Uber_Support . His first ride someone gets in our car and the driver knowingly takes them to their destination. Safe to say he won’t be using Uber again.
2018-10-27 06:06:28+00:00,My driver started the trip without me. I tried to call him but he stopped picking up the phone. @Uber_Support please refund the money deducted. I raised a request and got a reply stating that money cannot be refunded. Highly unprofessional!
2018-10-27 02:47:16+00:00,"But why should I have to pay @Uber when the driver had ME waiting, the app said 3 minutes for about 10 minutes and he didn't even try to contact me at all... Also, I've tried to reset my password like 4 times &amp; the link won't work. I don't understand @Uber_Support"
2018-10-27 01:33:32+00:00,"@Uber_Support please remove option for payment using @Paytmcare I booked uber twice today stranded on the road with heavy luggage, drivers called me and cancelled the trips after knowing I am not paying in cash. I might have missed my international flight because of this."
2018-10-26 23:48:53+00:00,@rustybroo @Uber_Support When will this stop ? 
2018-10-26 23:03:01+00:00,"Woooooowww. Okay. Yeah. Might have to delete the app for good. Lyft isn’t as big here in Indy as Uber, but I guess I’ll just opt to wait longer. They definitely treat their drivers better."
2018-10-26 20:16:16+00:00,Hey @Uber_Support still waiting on a reply to my help request about the three charges I got from your company yesterday (even though I haven’t taken an Uber since July) 
2018-10-26 06:02:50+00:00,This strike is crippling. People dependent on public transport should not have to suffer because of internal issues between drivers and companies @Uber_India @Olacabs @ola_supports @Uber_Support 
2018-10-26 05:11:42+00:00,@Uber @Uber_Support Morning rides like this? Highly disappointed by the quality. 
2018-10-26 04:34:50+00:00,"Once again the pathetic customer service returns by @Uber_Support @UberINSupport your driver not only threatened to throw me out of the cab mid way but also shouted at me and harassed me, when I refused to get out of the cab.I need to file an official complaint, pls guide."
2018-10-26 03:27:21+00:00,"Hey @Uber_Support, I took a @jump_rides bike out for a spin, but it appears I was charged, even though I have $15 in @AskAmex credits. If you can use these credits on @UberEats (another app), why not on bikes through your own app?"
2018-10-26 02:15:48+00:00,Ubar offered me ride on Rs. 119 and they charged Rs 224. Once think before book @Uber cab. @Uber_Support 
2018-10-25 20:06:57+00:00,@Uber_Support does this happen often? charges went through my paypal account today without knowing what has happened 
2018-10-25 19:14:59+00:00,Oh awesome... someone else took an @Uber logged in as me. Never really thought of that being possible. @Uber_Support what do I do??
2018-10-25 18:07:12+00:00,Nah not for me it isn’t. Uber are scum and for the sake of a couple of quid I’d prefer to use a proper taxi or company . I hope after all your hard work studying someone unqualified and illegal doesn’t undercut you and pip you to a job in your chosen field.
2018-10-25 14:18:56+00:00,@wheelygoodtimes It’s not as easy as a.b.c I hear you loud and clear.. If you have to move around a lot the cost can mount up although Taxis imho aren’t expensive around town and we don’t surge but I get your point If you ever find yourself in my Taxi it will be on the house 
2018-10-25 14:04:33+00:00,I had to spend £46k in March to be able to safely take wheelchair users safely and in comfort. You prefer a company that has virtually no wheelchair accessible cars at all . What happens when Uber win and all ‘taxis’ are just saloons and they can charge what they want ?
2018-10-25 13:44:54+00:00,Hey @Uber_Support what is the use of taking monthly pass when the rates are more than double of what I normally pay without pass?
2018-10-25 12:39:55+00:00,This is really bad! @Uber @Uber_Support Really think you need to sort it out ASAP! 
2018-10-25 12:17:21+00:00,Hey @Uber @Uber_Support Why did you disable the phone number anonymiser in Japan without warning drivers? Customers are being shown our personal phone numbers. This is a massive problem for a company that’s already had privacy problems.
2018-10-25 09:12:42+00:00,Aye but she doesn’t want to pay the going rate for the proper facility vehicle.
2018-10-25 04:41:14+00:00,Yooooo you my friend are a fool 
2018-10-25 04:16:57+00:00,How about you sent this to sky news so they can broadcast it how bad this company is. Just look at all the stories on this 1 feed to back it up 
2018-10-25 04:16:02+00:00,This is one of the most ridiculous tweets I’ve seen. You get thrown out of one then you order another. Words fail me. I always imagined that @SkyNews paid their staff well enough not to have to use such a cheap firm
2018-10-25 00:49:23+00:00,So bad uber driver left you high you moan about it on social media then book another . Talk about glutton for punishment
2018-10-24 23:37:07+00:00,It is also illegal. https://www.gov.uk/government/news/law-change-demands-equal-treatment-for-disabled-taxi-users @Uber
2018-10-24 20:57:11+00:00,"Oh lovey, take a hint from an old girl, you can't trust a PH firm to drive you from A to B who don't have a) contact landline telephone number b) who treat their drivers as modern day slaves and c) their customers as mugs."
2018-10-24 18:36:44+00:00,@Uber @Uber_Support Just found 237 fraudulent charges on the company credit card and you want us to file a police report and get a signed affidavit before you'll even start to investigate this $8000 computer glitch? WTF? #OneMoreReasonToTakeLyft #ThankGodForAmericanExpress
2018-10-24 17:06:50+00:00,CC: @Uber_Support - this is reckless driving.
2018-10-24 16:25:07+00:00,Na na na too late for all that now. I’ll be emailing you a letter of demand
2018-10-24 14:52:30+00:00,@Uber @Uber_Support way to screw over your drivers. Time to start using @lyft pay @ITSCHAMPBABY his money. @AskLyft
2018-10-24 13:42:39+00:00,@Uber_Support yo Uber. Let me get this straight...you made a mistake...and to compensate you offer 10% off rides which OVERRIDES my current promo of $5 off each ride. So your attempt to fix an error is now costing me money? That's whack. 
2018-10-24 13:21:47+00:00,Dear @Uber @Uber_Support I was happily on my way into town when the Uber driver stopped saying the job had been cancelled - no one cancelled and now I’m standing in the Wandsworth one way waiting for a new Uber 6 mins away while my Uber drove off 
2018-10-24 12:10:59+00:00,@Uber_Support @Uber @UberSoc right now @lyft is doing the right thing socially. Building social capital. Where do you as a company stand on this issue?
2018-10-24 07:52:46+00:00,"Great service @Uber_Support , trying to book a cab since last 15 mins. No cabs, no autos available. Commendable!!"
2018-10-24 07:30:11+00:00,"To think uber doesn’t have guidelines and or reimbursement for this type of situation, it could happen to anyone, I’m usually so intrigued by Uber’s customer service, SAD they can’t do ANYTHING for you Jake"
2018-10-24 04:25:57+00:00,"Second driver cancelled today. “Wahin se aa raha hun. Wapas nahin jana.” Cancelled after making me wait, he had even reached the pickup point. Happening this for some days now. What’s up @Uber @Uber_Support @UberINSupport"
2018-10-24 03:26:36+00:00,Been doing a little research. You may want to consider filing a complaint with the @FTC. Could force @paypal to refund all payments taken by @uber 30+ days after ride. https://www.ftc.gov/news-events/media-resources/identity-theft-and-data-security/filing-complaint
2018-10-24 02:53:41+00:00,I’m going to be honest. I laughed out loud when I read “does not include the trip back” 
2018-10-24 01:17:38+00:00,"In your trip feedback you have buttons for 'driving' 'professionalism', 'vehicle' etc where you can get quick feedback. Add a new feedback button 'no seatbelts'. You will get a lot of feedback"
2018-10-23 22:18:59+00:00,"forever dissapointed by @Uber &amp; @Uber_Support, u guys fuckin suck"
2018-10-23 20:35:30+00:00,&@Uber many thanks for charging me £4 for your driver cancelling when he hasn’t turned up and claims he was waiting over 5 minutes. Please note I even discussed the pick up location with him @Uber_Support @UberUKsupport
2018-10-23 20:11:44+00:00,That’s so bad of @UberEats Terrible not to take responsibility and try to make up for it! 
2018-10-23 19:07:31+00:00,So I ordered a uber from central London with 6% battery on my phone. It took me 3mins to walk to this driver but he is claiming uber cancelled me. @Uber_Support 
2018-10-23 18:57:19+00:00,"Wow, @UberEats - HORRIBLE customer service. You’d think a company would rather satisfy a customer &amp; lose a few $$knowing they’re have repeat business &amp; tell their friends. But instead choose greed &amp; lose customers &amp; potential $$$. You’ve lost my business. Too many better options"
2018-10-23 15:00:42+00:00,"Send us a DM actually means, this sort of thing happens all the time and we really don't want the public to know about it so let's talk behind closed doors. #DoorsAreAlwaysOpening"
2018-10-23 06:16:49+00:00,LMAOOOOOOO
2018-10-23 00:28:01+00:00,@Uber_Support this has been happening nearly daily. Getting real tired of not being able to access my money or even know what I made. 
2018-10-23 00:14:42+00:00,@Uber @Uber_Support is there a chance I can get paid for the trips I’m making tonight? Gas is getting low!!! It’s getting ridiculous that I’m 12 trips and I’ve only been paid for 2 and my tips. #ineedmymoney #hungryneedfood #carneedsfoodtoo
2018-10-22 23:24:31+00:00,Hey @Uber_AZ @Uber_Support I’m not paying this bill. This is on you for not figuring this out until 3.5 months later. 
2018-10-22 23:22:52+00:00,1) This is my fault for still using @Uber @Uber_Support in July. I knew better. 2) WTF. 
2018-10-22 21:02:54+00:00,Pathetic conditions at KIAL Bangalore just now! @Uber @Uber_Support @Uber_India - why can’t your app let passengers know at the time of booking that cars are NOT available OR will take 45 minutes to show up if at all?!! Is India market not due the same SLA as elsewhere?? #FAIL
2018-10-22 20:28:26+00:00,Well I would have never set foot in an @Uber if I had known. But I was under the impression that Shanthihal was a company driver. Only after I realised he worked for @Uber. 12h and still no news or support from @UberUKsupport.
2018-10-22 19:31:13+00:00,w o w @Uber_Support my driver couldn't even reach the pedals so I had to help. how is this ok?? 
2018-10-22 15:49:44+00:00,Shoutout to @Uber_Support @Uber_SF @uber for taking good care of me. It’s appreciated! Ifs nice to know you appreciate your customers!! Have a nice day!
2018-10-22 15:37:26+00:00,its not that they dont KNOW. Its that they DONT CARE!
2018-10-22 14:35:04+00:00,@Uber @Uber_Support Wats the use of buying uber pass. Thats insane and unjust pricing... 
2018-10-22 14:23:39+00:00,I don't use @UberUK. It was the company and I will make sure they wont again in the future. This is utterly unprofessional.
2018-10-22 13:20:35+00:00,I hope that you are changing the locks of the door of your house...
2018-10-22 12:43:04+00:00,I forgot my key in an @Uber car and the company @Uber_Support has not been able to contact the driver in 4h to get my keys back. Utterly useless company I hope they lose their license in London!
2018-10-22 07:34:12+00:00,#Ola Uber Drivers #protest outside OLA #Uber Office at Pheonix Mill #Kurla West @RidlrMUM @Mumbaikhabar9 @mumbaitraffic @InfoMumbai @mumbairoads @smart_mumbaikar #Mumbai #TrafficAlert #Traffic @Olacabs @Uber @ola_supports @Uber_Support 
2018-10-22 03:46:33+00:00,Booked an @Uber late last eve for my 70 year old Aunt to go from VK-Gurgaon. 1 driver refused 2go &amp; canceled. 2nd Driver Narender not only took my aunt home safely but walked her to her doorstep for her safety and helped with her bags. Appreciation @UberINSupport @Uber_Support
2018-10-22 02:02:57+00:00,"Saying is AGAIN @Uber_Support that you have the most ridiculous bunch of drivers in bangalore. Airport drop, they decide to take the service road, speak on the phone, check for instant pick ups on the way and what not!"
2018-10-22 01:49:23+00:00,Hi can you resolve this Nikki Blonsky from the movie Hairspray cannot be hurt we need her to come save pop music
2018-10-22 00:02:46+00:00,"Yup, instant pay has always worked for me until this weekend. I’ve now been sitting with no money and unable to drive because I can’t put gas in my car. I have a car payment due this week. All they keep saying is “we’re sorry and we’re working on it.” Which doesn’t help."
2018-10-21 23:20:51+00:00,You might’ve missed the point...
2018-10-21 23:19:08+00:00,"Dear @Uber_Support @Uber , when I schedule a trip at 4.20 AM, I NEED the car at 4.20 and does not mean u stat the search at that time. U almost made me miss my flight . Pl add some useful artificial intelligence to your tool."
2018-10-21 21:29:08+00:00,"@Uber £300 for a 15 minute ride, are you sure????? How do u get off with ripping off students like that?? @Uber_Support "
2018-10-21 18:01:54+00:00,"Dear @Uber_Support Driver spoke rudely and refused the trip, made me wait on highway for 11 mins and I am charged the cancellation fees for wasting his time? What is this? That to back to back twice!"
2018-10-21 14:53:58+00:00,Trying to get my uber account activated...but pathetic support system of Uber. I don't know where in earth the support and customer service of uber busy @Uber_India @Uber_Support @uber
2018-10-21 11:19:47+00:00,Need Urgent Help @Uber_Support Driver not ready to come and he's not ready to cancel the ride. When I'm trying to cancel it's asking me to pay cancellation fee.. Why should I be penalise when driver not ready to ply @Uber_India
2018-10-21 09:47:07+00:00,Moral of the story? Don’t use that bunch of crooks.
2018-10-21 09:44:13+00:00,Hi @Uber_India @UberINSupport @Uber_Support . Are you guys serious?? Getting no response from your end ??? Need immediate action. 
2018-10-21 06:04:16+00:00,Well our @Uber just hit a raccoon. #poormeeko @Uber_Support 
2018-10-21 05:44:58+00:00,Bc ppl will wait for a ride that NEVER COMES. My campaign will give rides. E mail staff@janiceforalaska
2018-10-21 05:32:11+00:00,"08:31 @PoliceKE,@TransportKE,@JamesMacharia_ ,@LittleRideKE,@uber_kenya,@Taxify_ke,@Uber_Support,Why can't this app company's allow drivers to see Client destination on acceptance of trips?? Why is destination such a big secret? As a rider I don't understand via @nairobilord"
2018-10-21 04:59:45+00:00,"Terrible when you drop something in an @Uber, you reach out, and the driver refuses to help. Do better, @uber_support."
2018-10-21 04:50:34+00:00,"I believe referral codes only work for new accounts. Also, don’t you need a credit card or debit card to set up an account? Not everyone has a credit card or checking account."
2018-10-21 04:45:02+00:00,"It pisses me off bc of the timing when riders will discover the catch. Don’t give me wrong I think it’s awesome that business is offer free rides for referrals and there is a option available, but not like this."
2018-10-21 02:32:38+00:00,Hey @Uber_Support what does one do when your driver was supposed to be here in 4 minutes but it’s been 12 and they won’t answer and you want to avoid that cancel fee?
2018-10-21 01:22:29+00:00,I faced this issue in Ahmedabad. Do something @Uber_Support 
2018-10-21 01:07:08+00:00,Hey @Uber_Support it’s been 7 hours and instant pay is still not working. What is going on with your system? Why isn’t this fixed yet? You’re screwing with people’s money.
2018-10-21 00:21:44+00:00,"What’s the point in booking an @Uber @Uber_Support in London??? 2 drivers cancelled us bedore we got into London, 2 cancelled as we tried to leave. Thank you @TfL for getting us home."
2018-10-20 19:36:24+00:00,"Dear @UberINSupport , Your driver Ravi Mob : +919347419925 is not picking up calls..I waited for 25 minutes..When rebooked I was redirected thrice to the same driver and I had to cancel it.. Can you explain this BS ? HOW MUCH I AM CHARGED ??? @Uber_Support @Uber "
2018-10-20 16:33:19+00:00,"Hey @Uber_Support and @AskLyft are you offering voters free rides to the polls in Dodge City, KS???"
2018-10-20 14:37:39+00:00,"Yeah @Uber - It’s shocking how many people make a business from those $5 cancellation fees as well. I’m in a rush, and they haven’t left home. I’ll fight back every single fee. Not fair."
2018-10-20 09:58:13+00:00,Your call is important to us. You are the next customer we will lie to. Please hold the line.
2018-10-20 02:12:40+00:00,Don’t be fooled by the changes in the @Uber app. They now don’t tell you there’s a 1.4X or 2X surcharge. They just give u a price. How would u know it’s too much? Just got ripped off! #uberaus @Uber_Support
2018-10-19 23:41:22+00:00,"Hey @Uber_Support left my phone in Uber, and do not remember my login password. Uber website sending password reset codes to phone. How many days do I have to wait now after filling out the 'form' on your website?"
2018-10-19 22:51:39+00:00,"@Uber_Support @uber @UberSoc @UberEats I WORKED FOR UBER FOR 3 YEARS !!! OVER 7000 TRIPS, 4.96 average , IT WAS MY FULL TIME JOB , I MADE OVER $1000 A WEEK, THEN WITH NO WARNING, NO SUSPENSION , NOTHING I WAS FIRED FOR 2 WRECKS NOT EVEN ON UBER TIME !!!! HOW REDICULOUS !!!!"
2018-10-19 21:54:01+00:00,no!!! I’m just deleting my account!!! Bc I got hacked by russia!!! Just fix your privacy issues!!!!
2018-10-19 21:52:02+00:00,"Credit where it's very much due: I had a dispute with @Uber as a result of a driver no-show and poor 1st- &amp; 2nd-contact customer service. Today, it was finally resolved by @Uber_Support with Ryan going well above and beyond expectations for a remedy. Well done, and thank you!"
2018-10-19 19:49:32+00:00,"so I'm locked out of @Uber because I switched mobile numbers and the previous owner had an account. Now @Uber_Support says I have to provide ""a description of last two trips (dates, locations, etc)"" for rides a yr ago Welp, hello @lyft"
